doc0,doc1,doc2,doc3,doc4
0.006704047545684609,0.0,0.0,0.0,0.0
0.0030255603220721273,0.0,0.0,0.0,0.0
0.003156168449586299,0.0030644499681064296,0.001350821351998876,0.001341394446393928,0.0051235572876118214
0.0036673470201144674,0.0015260458511646231,0.00134537378083301,0.0006679924459525803,0.0006378618857657216
0.004575122435127926,0.013326507147216915,0.0,0.0,0.0
0.0028052608258295926,0.0,0.003601904919194016,0.0,0.0
0.004064820137019515,0.0,0.026095783166329482,0.0,0.0
0.00014963587508918375,0.00031478946596156913,0.0001440973481705332,0.00017488990886834648,9.109161835157896e-05
0.0007492665180478759,0.0003637463896510329,0.0,0.0,0.0031928392683551695
0.004142807322609117,0.0,0.0,0.0,0.0
0.004149816941645728,0.002014611481865087,0.0,0.0,0.005052445355794676
0.0077498817493309525,0.0,0.0,0.0,0.0
0.00656024165742503,0.0,0.0,0.0,0.0
0.003891486499758776,0.0,0.0,0.0,0.0
0.005476877392392166,0.0,0.0,0.0,0.0033340776393951826
0.0018233938817994433,0.0,0.0,0.0,0.004440002091383098
0.0032209070754237084,0.0015636536424172365,0.00206779364906374,0.0,0.0019607439585295327
0.0017737283389229173,0.001722183666196357,0.0011387177923804898,0.0,0.001079766364932533
0.0023373507198140124,0.0011347135701401574,0.0,0.0,0.0
0.003725514968930464,0.0036172512367695225,0.0,0.0,0.0
0.00590342512385848,0.0,0.0,0.0,0.0
0.003072401062545206,0.0,0.0,0.0,0.0
0.0006668171096292247,0.0015106918320775538,0.0005707875254144941,0.002267216802662955,0.000811856777319558
0.0017594266221832493,0.0,0.0022590724352801127,0.0,0.0
0.004202080158963513,0.0,0.0,0.0,0.0
0.002967397324595724,0.00288116454554522,0.0,0.0,0.0
0.004709756138185673,0.0,0.0,0.0,0.00573417716056284
0.0014819657487289912,0.0,0.0,0.0018895385244900246,0.0
0.0031562459553171694,0.0,0.0,0.0,0.007685524659487182
0.0031999829254611097,0.0,0.0,0.0,0.0
0.001215574949729317,0.0011802502545189724,0.006243106310493231,0.005424595640020494,0.004439925492432393
0.003843126241898761,0.0,0.0,0.0024500347240731814,0.007018569351006217
0.006499414537896336,0.0007011712317043988,0.0018544738815473292,0.004603830406606291,0.001758467756751802
0.004546489373863172,0.0,0.0019458704504999986,0.007729163628751763,0.009225663623704755
0.003855345600331923,0.0,0.0012375487650887077,0.001228912348901809,0.0
0.004631358254286941,0.0,0.0,0.0,0.0
0.0033393576216394117,0.0,0.0,0.0,0.0
0.008862366517905295,0.0,0.0,0.0,0.001541431936616028
0.005471809309284401,0.0,0.003512852831104327,0.0034883378706368363,0.011658473460920278
0.002420389691699831,0.0,0.0,0.0,0.0
0.0032450256679229764,0.0,0.004166555141176961,0.0,0.0
0.0037466176880179758,0.0,0.0,0.0,0.0045615460643084514
0.005046439550933583,0.0,0.0,0.0,0.0
0.004575122435127926,0.0,0.0,0.0,0.0
0.0017993832406368628,0.0017470930346267328,0.0011551880107348869,0.001147126361193257,0.0
0.0020574652728579546,0.0019976751844839225,0.0,0.0026233129201533433,0.0
0.009237638705224305,0.02092811527800397,0.0,0.0,0.0
0.004459969548562313,0.0,0.0,0.0,0.008145089078441229
0.018035534860263287,0.0,0.0,0.0,0.010979225785785212
0.00903732020117277,0.0,0.0,0.0,0.0
0.008978913462318317,0.0,0.0,0.0,0.003643973558408057
0.0023304759543738285,0.0,0.0,0.0,0.0
0.003682641329586604,0.001787811754229773,0.0,0.0,0.0
0.004612379138391923,0.0,0.0,0.0,0.005615619648921365
